type,content,mentions,mention_roles,attachments,embeds,timestamp,edited_timestamp,flags,components,id,channel_id,author,pinned,mention_everyone,tts,message_reference,position,referenced_message,sticker_items,reactions
19,someone get angie an Alucard from hellsing 🥀,"[{'id': '1121486516250742835', 'username': 'asukathegoat', 'avatar': '0a8c2fea15018479113849ac12b1ea60', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𝔄𝔫𝔤𝔦𝔢', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:20:10.587000+00:00,,0,[],1354278730306027673,1139080656266203147,"{'id': '1338135999527649302', 'username': 'olagui18', 'avatar': 'add0ca3879d93a44e67e499888fc8af2', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Drac', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278323399823410', 'guild_id': '1017072750386483332'}",0,"{'type': 19, 'content': 'Nvm.', 'mentions': [{'id': '932250331344166913', 'username': 'forhange', 'avatar': '0014c74699761c938eb9c9214c0965b0', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': '૮꒰ྀི´ ˘ `།𐙚꒱ა', 'avatar_decoration_data': {'asset': 'a_d72066b8cecbadd9fc951913ebcc384f', 'sku_id': '1144307629225672846', 'expires_at': None}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-03-26T02:18:33.573000+00:00', 'edited_timestamp': '2025-03-26T02:18:38.659000+00:00', 'flags': 0, 'components': [], 'id': '1354278323399823410', 'channel_id': '1139080656266203147', 'author': {'id': '1121486516250742835', 'username': 'asukathegoat', 'avatar': '0a8c2fea15018479113849ac12b1ea60', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𝔄𝔫𝔤𝔦𝔢', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'message_reference': {'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278274771189993', 'guild_id': '1017072750386483332'}, 'position': 0}",,
19,Thanks <:squeezingyou_cai:1052371722940186724>,"[{'id': '1156694262142992526', 'username': 'elec_tric_', 'avatar': '67f46bfe8f32cf48de543f48eea95da8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'shahoda', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:20:07.727000+00:00,2025-03-26T02:20:16.876000+00:00,0,[],1354278718310191126,1139080656266203147,"{'id': '1105788049733996605', 'username': 'ojax_max', 'avatar': 'd5b7373f82eb6930aa175d753a54e129', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Ryder (high honor/Redemption Arc', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278627663151187', 'guild_id': '1017072750386483332'}",0,"{'type': 19, 'content': 'I would so yes', 'mentions': [{'id': '1105788049733996605', 'username': 'ojax_max', 'avatar': 'd5b7373f82eb6930aa175d753a54e129', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Ryder (high honor/Redemption Arc', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-03-26T02:19:46.115000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1354278627663151187', 'channel_id': '1139080656266203147', 'author': {'id': '1156694262142992526', 'username': 'elec_tric_', 'avatar': '67f46bfe8f32cf48de543f48eea95da8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'shahoda', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'message_reference': {'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278465406238841', 'guild_id': '1017072750386483332'}, 'position': 0}",,
0,hi guys,[],[],[],[],2025-03-26T02:20:06.174000+00:00,,0,[],1354278711796437004,1139080656266203147,"{'id': '1339804655752056922', 'username': 'iamsneakyhehe', 'avatar': '460a0d7c9787271032d7ff5bc5ea4846', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'sneakyfrog', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,,,,,
19,uh huh💔💔💔,"[{'id': '1299812270427078797', 'username': 'unknown.hk', 'avatar': '3c7dba427992309f835caf7775f51cf6', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'ᴊᴏʜɴɴʏ', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:20:03.575000+00:00,,0,[],1354278700895699107,1139080656266203147,"{'id': '1156694262142992526', 'username': 'elec_tric_', 'avatar': '67f46bfe8f32cf48de543f48eea95da8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'shahoda', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278547551948961', 'guild_id': '1017072750386483332'}",0,"{'type': 19, 'content': ""I'm innocent, what are you saying."", 'mentions': [{'id': '1156694262142992526', 'username': 'elec_tric_', 'avatar': '67f46bfe8f32cf48de543f48eea95da8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'shahoda', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-03-26T02:19:27.015000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1354278547551948961', 'channel_id': '1139080656266203147', 'author': {'id': '1299812270427078797', 'username': 'unknown.hk', 'avatar': '3c7dba427992309f835caf7775f51cf6', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'ᴊᴏʜɴɴʏ', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'message_reference': {'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278189400199271', 'guild_id': '1017072750386483332'}, 'position': 0}",,
19,Or Kai. The worst one,"[{'id': '1281411576653418561', 'username': 'rxtting_mxggxt', 'avatar': 'aaeabf34de6da2a105707b10a2df34c8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𝐖𝐡𝐢𝐩𝐞𝐝𝙎𝙩𝙧𝙖𝙬𝙗𝙚𝙧𝙧𝙮', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:56.636000+00:00,,0,[],1354278671791165591,1139080656266203147,"{'id': '388822145666514947', 'username': 'yaoidilf', 'avatar': 'e4768d772cf540189ed4013bd3d7a8f2', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'KENNY', 'avatar_decoration_data': {'asset': 'a_8ffa2ba9bff18e96b76c2e66fd0d7fa3', 'sku_id': '1144307957425778779', 'expires_at': None}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278614459355246', 'guild_id': '1017072750386483332'}",0,,,
19,Ok,"[{'id': '1230687123154407425', 'username': 'dykecatra', 'avatar': 'e352aae044939fe57fbbf433b086352a', 'discriminator': '0', 'public_flags': 64, 'flags': 64, 'banner': None, 'accent_color': None, 'global_name': 'worm', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:53.126000+00:00,,0,[],1354278657069289598,1139080656266203147,"{'id': '1121486516250742835', 'username': 'asukathegoat', 'avatar': '0a8c2fea15018479113849ac12b1ea60', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𝔄𝔫𝔤𝔦𝔢', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278501360074872', 'guild_id': '1017072750386483332'}",0,,,
19,I would so yes,"[{'id': '1105788049733996605', 'username': 'ojax_max', 'avatar': 'd5b7373f82eb6930aa175d753a54e129', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Ryder (high honor/Redemption Arc', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:46.115000+00:00,,0,[],1354278627663151187,1139080656266203147,"{'id': '1156694262142992526', 'username': 'elec_tric_', 'avatar': '67f46bfe8f32cf48de543f48eea95da8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'shahoda', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278465406238841', 'guild_id': '1017072750386483332'}",0,,,
19,,"[{'id': '1236715856688582760', 'username': 'botly_ghost141', 'avatar': '4aa3739da0b5c5e86046e87f166617f1', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '✰ | ʟ.ᴛ sɪᴍᴏɴ “ɢʜᴏsᴛ” ʀɪʟᴇʏ 💀🪖', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:45.528000+00:00,,0,[],1354278625200963655,1139080656266203147,"{'id': '1299812270427078797', 'username': 'unknown.hk', 'avatar': '3c7dba427992309f835caf7775f51cf6', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'ᴊᴏʜɴɴʏ', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278476244451440', 'guild_id': '1017072750386483332'}",0,,"[{'id': '1205759345963569202', 'name': 'exploded 💥 | .gg/rayn', 'format_type': 4}]",
19,maybe it was there for a reason.. just taste a little bit! it might make you feel good.,"[{'id': '1230687123154407425', 'username': 'dykecatra', 'avatar': 'e352aae044939fe57fbbf433b086352a', 'discriminator': '0', 'public_flags': 64, 'flags': 64, 'banner': None, 'accent_color': None, 'global_name': 'worm', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:43.920000+00:00,,0,[],1354278618456522923,1139080656266203147,"{'id': '792193259001610250', 'username': 'vexxben', 'avatar': '7b2b33a4994f111adcf6e97ee0907a6c', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𓆩✦𓆪 𓂃 ISRAEL', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278501360074872', 'guild_id': '1017072750386483332'}",0,,,
19,"Better then something like aiden, Theo, or zane/zayne","[{'id': '388822145666514947', 'username': 'yaoidilf', 'avatar': 'e4768d772cf540189ed4013bd3d7a8f2', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'KENNY', 'avatar_decoration_data': {'asset': 'a_8ffa2ba9bff18e96b76c2e66fd0d7fa3', 'sku_id': '1144307957425778779', 'expires_at': None}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:42.967000+00:00,,0,[],1354278614459355246,1139080656266203147,"{'id': '1281411576653418561', 'username': 'rxtting_mxggxt', 'avatar': 'aaeabf34de6da2a105707b10a2df34c8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𝐖𝐡𝐢𝐩𝐞𝐝𝙎𝙩𝙧𝙖𝙬𝙗𝙚𝙧𝙧𝙮', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278378168910045', 'guild_id': '1017072750386483332'}",0,"{'type': 19, 'content': 'How is he transphobic when is name is “Loki”…. That’s such a stereotypical transmasc name I know two irl people named Loki', 'mentions': [{'id': '1281411576653418561', 'username': 'rxtting_mxggxt', 'avatar': 'aaeabf34de6da2a105707b10a2df34c8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𝐖𝐡𝐢𝐩𝐞𝐝𝙎𝙩𝙧𝙖𝙬𝙗𝙚𝙧𝙧𝙮', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-03-26T02:18:46.631000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1354278378168910045', 'channel_id': '1139080656266203147', 'author': {'id': '388822145666514947', 'username': 'yaoidilf', 'avatar': 'e4768d772cf540189ed4013bd3d7a8f2', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'KENNY', 'avatar_decoration_data': {'asset': 'a_8ffa2ba9bff18e96b76c2e66fd0d7fa3', 'sku_id': '1144307957425778779', 'expires_at': None}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'message_reference': {'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278174938107974', 'guild_id': '1017072750386483332'}, 'position': 0}",,
19,GIGGLES ??,"[{'id': '792193259001610250', 'username': 'vexxben', 'avatar': '7b2b33a4994f111adcf6e97ee0907a6c', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𓆩✦𓆪 𓂃 ISRAEL', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:41.016000+00:00,,0,[],1354278606276263966,1139080656266203147,"{'id': '932250331344166913', 'username': 'forhange', 'avatar': '0014c74699761c938eb9c9214c0965b0', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': '૮꒰ྀི´ ˘ `།𐙚꒱ა', 'avatar_decoration_data': {'asset': 'a_d72066b8cecbadd9fc951913ebcc384f', 'sku_id': '1144307629225672846', 'expires_at': None}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278298007638169', 'guild_id': '1017072750386483332'}",0,"{'type': 19, 'content': 'when you eat a honeybun and it giggles in your mouth', 'mentions': [{'id': '932250331344166913', 'username': 'forhange', 'avatar': '0014c74699761c938eb9c9214c0965b0', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': '૮꒰ྀི´ ˘ `།𐙚꒱ა', 'avatar_decoration_data': {'asset': 'a_d72066b8cecbadd9fc951913ebcc384f', 'sku_id': '1144307629225672846', 'expires_at': None}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-03-26T02:18:27.519000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1354278298007638169', 'channel_id': '1139080656266203147', 'author': {'id': '792193259001610250', 'username': 'vexxben', 'avatar': '7b2b33a4994f111adcf6e97ee0907a6c', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𓆩✦𓆪 𓂃 ISRAEL', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'message_reference': {'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278274771189993', 'guild_id': '1017072750386483332'}, 'position': 0}",,
19,I’m always scared of accidentally sending one that has a slur in it,"[{'id': '1299812270427078797', 'username': 'unknown.hk', 'avatar': '3c7dba427992309f835caf7775f51cf6', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'ᴊᴏʜɴɴʏ', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:37.439000+00:00,,0,[],1354278591273238608,1139080656266203147,"{'id': '388822145666514947', 'username': 'yaoidilf', 'avatar': 'e4768d772cf540189ed4013bd3d7a8f2', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': 'KENNY', 'avatar_decoration_data': {'asset': 'a_8ffa2ba9bff18e96b76c2e66fd0d7fa3', 'sku_id': '1144307957425778779', 'expires_at': None}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278337538687189', 'guild_id': '1017072750386483332'}",0,"{'type': 19, 'content': 'Yesterday I almost sent a sticker that would get me banned for free 😔', 'mentions': [{'id': '1236715856688582760', 'username': 'botly_ghost141', 'avatar': '4aa3739da0b5c5e86046e87f166617f1', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '✰ | ʟ.ᴛ sɪᴍᴏɴ “ɢʜᴏsᴛ” ʀɪʟᴇʏ 💀🪖', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-03-26T02:18:36.944000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1354278337538687189', 'channel_id': '1139080656266203147', 'author': {'id': '1299812270427078797', 'username': 'unknown.hk', 'avatar': '3c7dba427992309f835caf7775f51cf6', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'ᴊᴏʜɴɴʏ', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'message_reference': {'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278030645919776', 'guild_id': '1017072750386483332'}, 'position': 0}",,
19,HELP I THOUGHT YOU WERE THE OTHER ALUCARD FROM HELLSING I GOT SO EXCITED FOR NOTHJNG💔 ALSO HI TIFF,"[{'id': '932250331344166913', 'username': 'forhange', 'avatar': '0014c74699761c938eb9c9214c0965b0', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': '૮꒰ྀི´ ˘ `།𐙚꒱ა', 'avatar_decoration_data': {'asset': 'a_d72066b8cecbadd9fc951913ebcc384f', 'sku_id': '1144307629225672846', 'expires_at': None}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:34.886000+00:00,2025-03-26T02:19:40.566000+00:00,0,[],1354278580565049507,1139080656266203147,"{'id': '1121486516250742835', 'username': 'asukathegoat', 'avatar': '0a8c2fea15018479113849ac12b1ea60', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𝔄𝔫𝔤𝔦𝔢', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278433340788938', 'guild_id': '1017072750386483332'}",0,"{'type': 19, 'content': 'Angie if you say “I thought you were tiff” I’m gonna find you', 'mentions': [{'id': '1121486516250742835', 'username': 'asukathegoat', 'avatar': '0a8c2fea15018479113849ac12b1ea60', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': '𝔄𝔫𝔤𝔦𝔢', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-03-26T02:18:59.785000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1354278433340788938', 'channel_id': '1139080656266203147', 'author': {'id': '932250331344166913', 'username': 'forhange', 'avatar': '0014c74699761c938eb9c9214c0965b0', 'discriminator': '0', 'public_flags': 256, 'flags': 256, 'banner': None, 'accent_color': None, 'global_name': '૮꒰ྀི´ ˘ `།𐙚꒱ა', 'avatar_decoration_data': {'asset': 'a_d72066b8cecbadd9fc951913ebcc384f', 'sku_id': '1144307629225672846', 'expires_at': None}, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'message_reference': {'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278323399823410', 'guild_id': '1017072750386483332'}, 'position': 0}",,
19,"I'm innocent, what are you saying.","[{'id': '1156694262142992526', 'username': 'elec_tric_', 'avatar': '67f46bfe8f32cf48de543f48eea95da8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'shahoda', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:27.015000+00:00,,0,[],1354278547551948961,1139080656266203147,"{'id': '1299812270427078797', 'username': 'unknown.hk', 'avatar': '3c7dba427992309f835caf7775f51cf6', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'ᴊᴏʜɴɴʏ', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278189400199271', 'guild_id': '1017072750386483332'}",0,"{'type': 19, 'content': 'NO VICTIMIZING URSELF NO NO', 'mentions': [{'id': '1299812270427078797', 'username': 'unknown.hk', 'avatar': '3c7dba427992309f835caf7775f51cf6', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'ᴊᴏʜɴɴʏ', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-03-26T02:18:01.625000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1354278189400199271', 'channel_id': '1139080656266203147', 'author': {'id': '1156694262142992526', 'username': 'elec_tric_', 'avatar': '67f46bfe8f32cf48de543f48eea95da8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'shahoda', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'message_reference': {'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278087071629414', 'guild_id': '1017072750386483332'}, 'position': 0}",,
19,yes,"[{'id': '1105788049733996605', 'username': 'ojax_max', 'avatar': 'd5b7373f82eb6930aa175d753a54e129', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Ryder (high honor/Redemption Arc', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]",[],[],[],2025-03-26T02:19:21.303000+00:00,,0,[],1354278523593949194,1139080656266203147,"{'id': '207501629480632320', 'username': 'canagan', 'avatar': 'b03e863785a907af7a082618bf70b095', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': None, 'global_name': 'canagan', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,"{'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278465406238841', 'guild_id': '1017072750386483332'}",0,"{'type': 19, 'content': ""Hey if it's ok to eat a whole cheese wheel?"", 'mentions': [{'id': '1156694262142992526', 'username': 'elec_tric_', 'avatar': '67f46bfe8f32cf48de543f48eea95da8', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'shahoda', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-03-26T02:19:07.430000+00:00', 'edited_timestamp': '2025-03-26T02:19:11.921000+00:00', 'flags': 0, 'components': [], 'id': '1354278465406238841', 'channel_id': '1139080656266203147', 'author': {'id': '1105788049733996605', 'username': 'ojax_max', 'avatar': 'd5b7373f82eb6930aa175d753a54e129', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'Ryder (high honor/Redemption Arc', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'message_reference': {'type': 0, 'channel_id': '1139080656266203147', 'message_id': '1354278263836377241', 'guild_id': '1017072750386483332'}, 'position': 0}",,
0,i almost ate expired yogurt,[],[],[],[],2025-03-26T02:19:16.002000+00:00,,0,[],1354278501360074872,1139080656266203147,"{'id': '1230687123154407425', 'username': 'dykecatra', 'avatar': 'e352aae044939fe57fbbf433b086352a', 'discriminator': '0', 'public_flags': 64, 'flags': 64, 'banner': None, 'accent_color': None, 'global_name': 'worm', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}",FALSE,FALSE,FALSE,,,,,
